,Title,Star Rating,Price
2379,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Five,15.42
2380,The Barefoot Contessa Cookbook,Five,59.92
2381,Tell the Wolves I'm Home,Two,50.96
2382,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Three,30.6
2383,Pride and Prejudice,Four,19.27
2384,Musicophilia: Tales of Music and the Brain,One,46.58
2385,Mere Christianity,Three,48.51
2386,Me Before You (Me Before You #1),One,19.02
2387,In the Woods (Dublin Murder Squad #1),Two,38.38
2388,In Cold Blood,Four,49.98
2389,How to Stop Worrying and Start Living,Five,46.49
2390,Give It Back,Two,18.32
2391,"Girl, Interrupted",Three,42.14
2392,Fun Home: A Family Tragicomic,Four,56.59
2393,"Fruits Basket, Vol. 6 (Fruits Basket #6)",Four,20.96
2394,Deception Point,Four,40.32
2395,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",Three,36.39
2396,Catherine the Great: Portrait of a Woman,Four,58.55
2397,Better Homes and Gardens New Cook Book,Three,39.61
2398,An Unquiet Mind: A Memoir of Moods and Madness,Three,21.3
2399,A Year in Provence (Provence #1),Four,56.88
2400,World Without End (The Pillars of the Earth #2),Four,32.97
2401,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Four,47.31
2402,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Two,48.67
2403,Where She Went (If I Stay #2),Four,41.73
2404,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Four,53.68
2405,Two Summers,One,14.64
2406,This Is Your Brain on Music: The Science of a Human Obsession,One,38.4
2407,The Secret Garden,Four,15.08
2408,The Raven King (The Raven Cycle #4),Two,30.57
2409,The Raven Boys (The Raven Cycle #1),Four,57.74
2410,The Power Greens Cookbook: 140 Delicious Superfood Recipes,Five,11.05
2411,The Metamorphosis,One,28.58
2412,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,Five,42.91
2413,The Little Paris Bookshop,Three,24.73
2414,The Hiding Place,Four,55.91
2415,The Grand Design,Three,13.76
2416,The Firm,Three,45.56
2417,The Fault in Our Stars,One,47.22
2418,The False Prince (The Ascendance Trilogy #1),Five,56.0
2419,The Expatriates,Two,44.58
2420,The Dream Thieves (The Raven Cycle #2),One,34.5
2421,The Darkest Corners,Five,11.33
2422,The Crossover,Four,38.77
2423,The 5th Wave (The 5th Wave #1),Two,11.83
2424,Tell the Wind and Fire,Three,45.51
2425,Tell Me Three Things,One,41.81
2426,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Four,25.15
2427,Siddhartha,Five,34.22
2428,Shiver (The Wolves of Mercy Falls #1),Five,16.23
2429,Remember Me?,Three,11.48
2430,Red Dragon (Hannibal Lecter #1),Three,23.37
2431,Peak: Secrets from the New Science of Expertise,Two,16.28
2432,My Mother Was Nuts,Four,31.63
2433,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Five,24.91
2434,Maybe Something Beautiful: How Art Transformed a Neighborhood,One,22.54
2435,Lola and the Boy Next Door (Anna and the French Kiss #2),Four,23.63
2436,Logan Kade (Fallen Crest High #5.5),Two,13.12
2437,Last One Home (New Beginnings #1),Three,59.98
2438,Killing Floor (Jack Reacher #1),Four,31.49
2439,Kill the Boy Band,Five,15.52
2440,Isla and the Happily Ever After (Anna and the French Kiss #3),Five,48.13
2441,If I Stay (If I Stay #1),Five,38.13
2442,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Two,36.55
2443,Harry Potter and the Deathly Hallows (Harry Potter #7),One,23.32
2444,"Fruits Basket, Vol. 5 (Fruits Basket #5)",One,16.33
2445,Foundation (Foundation (Publication Order) #1),One,32.42
2446,Fool Me Once,One,16.96
2447,Find Her (Detective D.D. Warren #8),One,22.37
2448,Evicted: Poverty and Profit in the American City,One,42.27
2449,Drama,Two,38.7
2450,Dracula the Un-Dead,Five,35.63
2451,Digital Fortress,Five,58.0
2452,"Death Note, Vol. 5: Whiteout (Death Note #5)",One,52.41
2453,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Three,32.35
2454,Critique of Pure Reason,One,20.75
2455,Booked,Five,17.49
2456,"Blue Lily, Lily Blue (The Raven Cycle #3)",Five,34.13
2457,Approval Junkie: Adventures in Caring Too Much,Five,58.81
2458,An Abundance of Katherines,Five,10.0
2459,America's War for the Greater Middle East: A Military History,Two,51.22
2460,Alight (The Generations Trilogy #2),Four,58.59
2461,A Girl's Guide to Moving On (New Beginnings #2),One,31.3
2462,A Game of Thrones (A Song of Ice and Fire #1),Two,46.42
2463,A Feast for Crows (A Song of Ice and Fire #4),Four,17.21
2464,A Clash of Kings (A Song of Ice and Fire #2),Three,10.79
2465,Vogue Colors A to Z: A Fashion Coloring Book,Four,52.35
2466,The Shining (The Shining #1),Three,27.88
2467,The Pilgrim's Progress,Two,50.26
2468,The Perfect Play (Play by Play #1),Three,59.99
2469,The Passion of Dolssa,Five,28.32
2470,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Three,38.71
2471,The Hunger Games (The Hunger Games #1),Five,29.85
2472,The Hound of the Baskervilles (Sherlock Holmes #5),Two,14.82
2473,The Gunning of America: Business and the Making of American Gun Culture,Four,16.81
2474,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Two,28.23
2475,The Demonists (Demonist #1),Two,52.11
2476,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Two,27.88
2477,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Three,59.71
2478,The Beast (Black Dagger Brotherhood #14),Five,46.08
2479,Some Women,Five,13.73
2480,Shopaholic Ties the Knot (Shopaholic #3),Five,48.39
2481,Paper and Fire (The Great Library #2),Five,49.45
2482,Outlander (Outlander #1),Five,19.67
2483,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Three,12.36
2484,No One Here Gets Out Alive,Five,20.02
2485,Night Shift (Night Shift #1-20),Four,12.75
2486,Needful Things,Four,47.51
2487,Mockingjay (The Hunger Games #3),Four,20.44
2488,Misery,Two,34.79
2489,Little Women (Little Women #1),Four,28.07
2490,It,Three,25.01
2491,Harry Potter and the Sorcerer's Stone (Harry Potter #1),Three,13.9
2492,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Four,24.17
2493,Harry Potter and the Order of the Phoenix (Harry Potter #5),Four,31.63
2494,Harry Potter and the Half-Blood Prince (Harry Potter #6),Five,48.75
2495,Harry Potter and the Chamber of Secrets (Harry Potter #2),One,14.74
2496,Gone with the Wind,Three,32.49
2497,God Is Not Great: How Religion Poisons Everything,One,27.8
2498,Girl With a Pearl Earring,One,26.77
2499,"Fruits Basket, Vol. 4 (Fruits Basket #4)",Four,50.44
2500,Far From True (Promise Falls Trilogy #2),Two,34.93
2501,Dark Lover (Black Dagger Brotherhood #1),One,12.87
2502,Confessions of a Shopaholic (Shopaholic #1),Two,48.94
2503,Changing the Game (Play by Play #2),Three,13.38
2504,Candide,Three,58.63
2505,Can You Keep a Secret?,One,21.94
2506,Atlas Shrugged,Five,26.58
2507,Animal Farm,Three,57.22
2508,A Walk to Remember,One,56.43
2509,A New Earth: Awakening to Your Life's Purpose,Five,55.65
2510,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",One,27.62
2511,'Salem's Lot,Four,49.56
2512,Zero History (Blue Ant #3),One,34.77
2513,Wuthering Heights,Three,17.73
2514,World War Z: An Oral History of the Zombie War,One,21.8
2515,Wild: From Lost to Found on the Pacific Crest Trail,Three,46.02
2516,"Where'd You Go, Bernadette",One,18.13
2517,When You Are Engulfed in Flames,Five,30.89
2518,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Three,31.95
2519,We Are All Completely Beside Ourselves,One,24.04
2520,Walk the Edge (Thunder Road #2),Three,32.36
2521,Voyager (Outlander #3),Five,21.07
2522,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Three,50.66
2523,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Two,13.66
2524,"Unstuffed: Decluttering Your Home, Mind, and Soul",One,58.09
2525,Under the Banner of Heaven: A Story of Violent Faith,One,30.0
2526,Two Boys Kissing,Two,32.74
2527,Twilight (Twilight #1),Two,41.93
2528,Twenties Girl,Two,42.8
2529,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",One,53.51
2530,Three-Martini Lunch,Three,23.21
2531,"Thinking, Fast and Slow",One,21.14
2532,The Wild Robot,Three,56.07
2533,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Three,14.41
2534,The Undomestic Goddess,Four,45.75
2535,The Travelers,One,15.77
2536,The Tipping Point: How Little Things Can Make a Big Difference,Two,10.02
2537,The Thing About Jellyfish,One,48.77
2538,The Stand,Two,57.86
2539,The Smitten Kitchen Cookbook,One,23.59
2540,The Silkworm (Cormoran Strike #2),Five,23.05
2541,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Five,55.55
2542,The Rose & the Dagger (The Wrath and the Dawn #2),Four,58.64
2543,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),One,23.21
2544,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Three,42.57
2545,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),One,10.92
2546,The Rest Is Noise: Listening to the Twentieth Century,One,34.77
2547,The Red Tent,Five,35.66
2548,The Purpose Driven Life: What on Earth Am I Here for?,Three,37.19
2549,The Purest Hook (Second Circle Tattoos #3),One,12.25
2550,The Picture of Dorian Gray,Two,29.7
2551,The Paris Wife,Three,36.8
2552,The Obsession,One,45.43
2553,The Nightingale,Four,26.26
2554,The New Guy (and Other Senior Year Distractions),Three,44.92
2555,The Nanny Diaries (Nanny #1),Five,52.53
2556,The Name of God is Mercy,Two,37.25
2557,The Maze Runner (The Maze Runner #1),One,20.93
2558,The Lover's Dictionary,Two,58.09
2559,The Lonely Ones,Five,43.59
2560,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Three,33.92
2561,The Last Painting of Sara de Vos,Two,55.55
2562,"The Land of 10,000 Madonnas",Four,29.64
2563,The Infinities,One,27.41
2564,The Husband's Secret,Five,52.51
2565,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Three,47.8
2566,The Guns of August,Two,14.54
2567,The Guernsey Literary and Potato Peel Pie Society,One,49.53
2568,The Goldfinch,Three,43.58
2569,The Giver (The Giver Quartet #1),One,12.3
2570,The Girl with All the Gifts,Three,49.47
2571,The Girl Who Played with Fire (Millennium Trilogy #2),Two,22.14
2572,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),One,57.48
2573,The Exiled,Three,43.45
2574,"The End of Faith: Religion, Terror, and the Future of Reason",Four,22.13
2575,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Four,13.03
2576,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Five,57.35
2577,The Devil Wears Prada (The Devil Wears Prada #1),One,44.29
2578,The Demon-Haunted World: Science as a Candle in the Dark,Four,52.25
2579,The Day the Crayons Came Home (Crayons),Five,26.33
2580,The Da Vinci Code (Robert Langdon #2),Two,22.96
2581,The Cuckoo's Calling (Cormoran Strike #1),One,19.21
2582,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Four,26.78
2583,The Complete Poems,Five,41.32
2584,The Catcher in the Rye,One,24.55
2585,The Cat in the Hat (Beginner Books B-1),Two,16.26
2586,The Case for Christ (Cases for Christianity),One,47.84
2587,The Book Thief,Two,53.49
2588,The Book of Basketball: The NBA According to The Sports Guy,Five,44.84
2589,The Blind Side: Evolution of a Game,Five,53.71
2590,The Autobiography of Malcolm X,Two,23.43
2591,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Three,34.32
2592,The Art of Fielding,One,22.1
2593,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Two,25.83
2594,Stiff: The Curious Lives of Human Cadavers,Three,36.74
2595,Spilled Milk: Based on a True Story,One,49.51
2596,Something Borrowed (Darcy & Rachel #1),Five,48.96
2597,Something Blue (Darcy & Rachel #2),One,54.62
2598,Soldier (Talon #3),Two,24.72
2599,Shopaholic & Baby (Shopaholic #5),Two,46.45
2600,Seven Days in the Art World,Two,52.33
2601,Seven Brief Lessons on Physics,Four,30.6
2602,Scarlet (The Lunar Chronicles #2),Four,14.57
2603,Sarah's Key,One,46.29
2604,"Saga, Volume 3 (Saga (Collected Editions) #3)",Five,21.57
2605,Running with Scissors,Four,12.91
2606,Rogue Lawyer (Rogue Lawyer #1),Three,50.11
2607,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Four,41.67
2608,Rework,Two,44.88
2609,Reservations for Two,Three,11.1
2610,Red: The True Story of Red Riding Hood,Three,28.54
2611,Ready Player One,Four,19.07
2612,Quiet: The Power of Introverts in a World That Can't Stop Talking,One,43.55
2613,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Three,43.63
2614,Persepolis: The Story of a Childhood (Persepolis #1-2),One,39.13
2615,Packing for Mars: The Curious Science of Life in the Void,Two,56.68
2616,Outliers: The Story of Success,One,14.16
2617,Original Fake,Three,31.45
2618,Orange Is the New Black,Two,24.61
2619,One for the Money (Stephanie Plum #1),Two,32.87
2620,Notes from a Small Island (Notes From a Small Island #1),One,40.17
2621,Night (The Night Trilogy #1),One,13.51
2622,Neither Here nor There: Travels in Europe,Three,38.95
2623,Naked,Three,31.69
2624,Morning Star (Red Rising #3),One,29.4
2625,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",One,57.83
2626,Midnight Riot (Peter Grant/ Rivers of London - books #1),Two,55.46
2627,Me Talk Pretty One Day,Two,57.6
2628,Manuscript Found in Accra,Two,34.98
2629,Lust & Wonder,Two,11.87
2630,Lila (Gilead #3),Three,12.47
2631,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Two,33.26
2632,Life Without a Recipe,Five,59.04
2633,Life After Life,Two,26.13
2634,Letter to a Christian Nation,One,22.2
2635,Let's Pretend This Never Happened: A Mostly True Memoir,One,45.11
2636,Legend (Legend #1),Four,43.69
2637,"Lean In: Women, Work, and the Will to Lead",One,25.02
2638,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Five,55.5
2639,Lady Renegades (Rebel Belle #3),Five,53.04
2640,Jurassic Park (Jurassic Park #1),One,44.97
2641,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,One,42.38
2642,Is Everyone Hanging Out Without Me? (And Other Concerns),Three,20.11
2643,Into the Wild,Five,56.7
2644,Inferno (Robert Langdon #4),Five,41.0
2645,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Three,28.85
2646,If I Run (If I Run #1),Four,49.97
2647,I've Got Your Number,One,19.69
2648,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Two,28.88
2649,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Three,33.14
2650,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",Two,43.7
2651,House of Leaves,One,54.89
2652,Horrible Bear!,Two,37.52
2653,Holidays on Ice,Two,51.07
2654,Heir to the Sky,Four,44.07
2655,Green Eggs and Ham (Beginner Books B-16),Four,10.79
2656,"Grayson, Vol 3: Nemesis (Grayson #3)",One,42.72
2657,Gratitude,Five,26.66
2658,Gone Girl,Five,37.6
2659,Golden (Heart of Dread #3),Four,42.21
2660,Girl in the Blue Coat,Two,46.83
2661,"Fruits Basket, Vol. 3 (Fruits Basket #3)",Two,45.17
2662,"Friday Night Lights: A Town, a Team, and a Dream",Three,51.22
2663,Fire Bound (Sea Haven/Sisters of the Heart #5),Four,21.28
2664,Fifty Shades Freed (Fifty Shades #3),Five,15.36
2665,Fellside,One,38.62
2666,Extreme Prey (Lucas Davenport #26),Three,25.4
2667,Eragon (The Inheritance Cycle #1),Three,43.87
2668,Eclipse (Twilight #3),One,18.74
2669,Dune (Dune #1),One,54.86
2670,Dracula,Three,52.62
2671,Do Androids Dream of Electric Sheep? (Blade Runner #1),One,51.48
2672,Disrupted: My Misadventure in the Start-Up Bubble,Five,15.28
2673,Dead Wake: The Last Crossing of the Lusitania,Five,39.24
2674,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",One,17.81
2675,Darkfever (Fever #1),One,56.02
2676,Dark Places,Five,23.9
2677,Crazy Rich Asians (Crazy Rich Asians #1),Five,49.13
2678,Counting Thyme,One,10.62
2679,Cosmos,Two,36.17
2680,Civilization and Its Discontents,Two,59.95
2681,Cinder (The Lunar Chronicles #1),One,26.09
2682,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Two,37.35
2683,Career of Evil (Cormoran Strike #3),Two,24.72
2684,Breaking Dawn (Twilight #4),Five,35.28
2685,Brave Enough,Five,51.32
2686,Boy Meets Boy,Three,21.12
2687,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Two,27.35
2688,Blink: The Power of Thinking Without Thinking,Five,21.74
2689,Black Flags: The Rise of ISIS,One,40.87
2690,"Black Butler, Vol. 1 (Black Butler #1)",One,49.31
2691,Big Little Lies,One,22.11
2692,Between Shades of Gray,Five,20.79
2693,Best of My Love (Fool's Gold #20),Two,27.41
2694,Beowulf,Two,38.35
2695,Beautiful Creatures (Caster Chronicles #1),Five,21.55
2696,Awkward,Two,38.02
2697,Ash,Four,22.06
2698,Are We There Yet?,Three,10.66
2699,Are We Smart Enough to Know How Smart Animals Are?,One,56.58
2700,Annie on My Mind,Five,36.83
2701,And Then There Were None,Two,35.01
2702,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Four,30.48
2703,A Visit from the Goon Squad,Five,14.08
2704,A Storm of Swords (A Song of Ice and Fire #3),Two,31.22
2705,A Heartbreaking Work of Staggering Genius,Five,54.29
2706,8 Keys to Mental Health Through Exercise,One,31.04
2707,#GIRLBOSS,One,50.96
2708,"The Suffragettes (Little Black Classics, #96)",Two,11.89
2709,The Sense of an Ending,Three,31.38
2710,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",One,54.81
2711,The Course of Love,Three,16.78
2712,Sugar Rush (Offensive Line #2),One,24.42
2713,"Saga, Volume 2 (Saga (Collected Editions) #2)",Three,11.75
2714,"Run, Spot, Run: The Ethics of Keeping Pets",One,20.02
2715,New Moon (Twilight #2),Four,12.86
2716,Life,Five,31.58
2717,Kindle Paperwhite User's Guide,Three,34.0
2718,H is for Hawk,Five,57.42
2719,Girl Online On Tour (Girl Online #2),One,53.47
2720,"Fruits Basket, Vol. 2 (Fruits Basket #2)",Five,11.64
2721,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Four,52.88
2722,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Four,18.51
2723,While You Were Mine,Five,41.32
2724,Where Lightning Strikes (Bleeding Stars #3),Three,39.77
2725,When I'm Gone,Three,51.96
2726,Ways of Seeing,Five,39.51
2727,"Vampire Knight, Vol. 1 (Vampire Knight #1)",One,15.4
2728,Vampire Girl (Vampire Girl #1),Two,53.82
2729,Twenty Love Poems and a Song of Despair,Four,30.95
2730,Travels with Charley: In Search of America,Five,57.82
2731,Three Wishes (River of Time: California #1),Two,44.18
2732,This One Moment (Pushing Limits #1),One,48.71
2733,The Zombie Room,Five,19.69
2734,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Two,36.52
2735,The Tumor,Five,41.56
2736,The Story of Hong Gildong,Four,43.19
2737,The Silent Wife,Five,12.34
2738,The Silent Twin (Detective Jennifer Knight #3),Three,36.25
2739,The Selfish Gene,One,29.45
2740,The Secret Healer,Three,34.56
2741,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Three,54.12
2742,The Republic,Three,33.78
2743,The Odyssey,Three,29.64
2744,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Four,57.7
2745,The Nicomachean Ethics,One,36.34
2746,The Name of the Wind (The Kingkiller Chronicle #1),Three,50.59
2747,The Mirror & the Maze (The Wrath and the Dawn #1.5),One,29.38
2748,The Little Prince,Two,45.42
2749,The Light of the Fireflies,One,54.43
2750,The Last Girl (The Dominion Trilogy #1),Two,36.26
2751,The Iliad,One,16.16
2752,The Hook Up (Game On #1),Five,36.29
2753,The Haters,Five,27.89
2754,The Girl You Lost,Five,12.29
2755,The Girl In The Ice (DCI Erika Foster #1),Three,15.85
2756,The End of the Jesus Era (An Investigation #1),One,14.4
2757,The Edge of Reason (Bridget Jones #2),Four,19.18
2758,The Complete Maus (Maus #1-2),Three,10.64
2759,The Communist Manifesto,Three,14.76
2760,The Bhagavad Gita,Three,57.49
2761,The Bette Davis Club,Three,30.66
2762,The Art of Not Breathing,Four,40.83
2763,Taking Shots (Assassins #1),Two,18.88
2764,Starlark,Three,25.83
2765,"Skip Beat!, Vol. 01 (Skip Beat! #1)",Three,42.12
2766,Sister Sable (The Mad Queen #1),Three,13.33
2767,Shatter Me (Shatter Me #1),One,42.4
2768,Shameless,Three,58.35
2769,Shadow Rites (Jane Yellowrock #10),Four,21.72
2770,Settling the Score (The Summer Games #1),Two,44.91
2771,Sense and Sensibility,One,37.46
2772,"Saga, Volume 1 (Saga (Collected Editions) #1)",One,28.48
2773,"Rhythm, Chord & Malykhin",Two,28.34
2774,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Five,46.96
2775,Paradise Lost (Paradise #1),One,24.96
2776,"Paper Girls, Vol. 1 (Paper Girls #1-5)",Four,21.71
2777,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Three,29.87
2778,Origins (Alphas 0.5),One,28.99
2779,One Second (Seven #7),Two,52.94
2780,On the Road (Duluoz Legend),Three,32.36
2781,Old Records Never Die: One Man's Quest for His Vinyl and His Past,Two,55.66
2782,Off Sides (Off #1),Five,39.45
2783,Of Mice and Men,Two,47.11
2784,Myriad (Prentor #1),Four,58.75
2785,My Perfect Mistake (Over the Top #1),Two,38.92
2786,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Four,39.39
2787,Meditations,Two,25.89
2788,Matilda,One,28.34
2789,Lost Among the Living,Four,27.7
2790,Lord of the Flies,Three,24.89
2791,Listen to Me (Fusion #1),Three,58.99
2792,Kitchens of the Great Midwest,Five,57.2
2793,Jane Eyre,Five,38.43
2794,Imperfect Harmony,Four,34.74
2795,Icing (Aces Hockey #2),Four,40.44
2796,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Three,45.24
2797,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Four,34.96
2798,"Giant Days, Vol. 1 (Giant Days #1-4)",Four,56.76
2799,"Fruits Basket, Vol. 1 (Fruits Basket #1)",Five,40.28
2800,Frankenstein,Two,38.0
2801,Forever Rockers (The Rocker #12),Three,28.8
2802,Fighting Fate (Fighting #6),Three,39.24
2803,Emma,Two,32.93
2804,"Eat, Pray, Love",Three,51.32
2805,Deep Under (Walker Security #1),Five,47.09
2806,Choosing Our Religion: The Spiritual Lives of America's Nones,Four,28.42
2807,Charlie and the Chocolate Factory (Charlie Bucket #1),Three,22.85
2808,Charity's Cross (Charles Towne Belles #4),One,41.24
2809,Bright Lines,Five,39.07
2810,Bridget Jones's Diary (Bridget Jones #1),One,29.82
2811,Bounty (Colorado Mountain #7),Four,37.26
2812,Blood Defense (Samantha Brinkman #1),Three,20.3
2813,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Five,34.65
2814,Beyond Good and Evil,One,43.38
2815,Alice in Wonderland (Alice's Adventures in Wonderland #1),One,55.53
2816,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Four,57.06
2817,A Spy's Devotion (The Regency Spies of London #1),Five,16.97
2818,1st to Die (Women's Murder Club #1),One,53.98
2819,"1,000 Places to See Before You Die",Five,26.08
